log,iac_category,fault_category
"TASK [Reload service] ******************************************************
changed: [memcache-01]
TASK [Copy configuration template] ******************************************************
fatal: [memcache-01]: FAILED! => {""changed"": false, ""msg"": ""Template rendering failed: recursive variable reference detected at 'registry_url'"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""kafka"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
"TASK [Install required Python packages] ******************************************************
changed: [lb-internal-mesh] => {""changed"": false}",SUCCESS,NONE
"TASK [Assert semantic version format] ******************************************************
ok: [monitor-prometheus-01]
ERROR! Version string 'kubeconfig_path' in CHANGELOG does not follow SemVer; release pipeline blocked",Documentation,Typos
"TASK [Snapshot volume before migration] ******************************************************
changed: [ci-runner-build-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [kube-node-prod-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Validate network interface] ******************************************************
ok: [web-node-04] => {""changed"": false}",SUCCESS,NONE
"TASK [Run pre-flight health checks] ******************************************************
ok: [monitor-prometheus-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [gitlab-runner-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
changed: [vault-server-01]

TASK [Write config to target] ******************************************************
changed: [vault-server-01]
ERROR! AnsibleUndefinedVariable: 'max_heap_size' is undefined — verify group_vars/host_vars",Configuration Data,Variable Misreference
"TASK [Configure rsyslog forwarding] ******************************************************
changed: [app-k3s-worker-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Reload alertmanager] ******************************************************
changed: [db-srv-replica-02]
TASK [Reload systemd unit files] ******************************************************
fatal: [db-srv-replica-02]: FAILED! => {""changed"": false, ""msg"": ""YAML anchor '&api_endpoint' referenced before definition in template roles/db/templates/pg_hba.conf.j2"", ""rc"": 126, ""invocation"": {""module_args"": {""name"": ""vault"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
"TASK [Pull Helm chart] ******************************************************
ok: [memcache-01]

TASK [Resolve chart dependencies] ******************************************************
changed: [memcache-01]
TASK [Check disk free space] ******************************************************
fatal: [memcache-01]: FAILED! => {""changed"": false, ""msg"": ""Error: chart 'k3s' not found in repository; run 'helm repo update' first"", ""rc"": 127, ""invocation"": {""module_args"": {""name"": ""mongodb"", ""state"": ""started""}}}",Dependency,Dependency-related Faults
"TASK [Verify cluster quorum] ******************************************************
ok: [web-node-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [vault-server-01]",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [app-k3s-worker-03] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [monitor-grafana-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Override defaults] ******************************************************
changed: [db-srv-main-01]
ERROR! vars file 'host_vars/web-node-01.yml' is not a valid YAML dictionary; expected mapping at top level

The error appears to be in 'roles/security/tasks/ssh.yml': line 193, column 15",Configuration Data,Typos
"TASK [Create tmpfs mount] ******************************************************
changed: [app-k3s-worker-05] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Install pip requirements] ******************************************************
changed: [kube-node-prod-01]
failed: [kube-node-prod-01] (item=logrotate) => {""changed"": false, ""msg"": ""Could not find a version that satisfies the requirement selinux"", ""ansible_loop_var"": ""item"", ""item"": ""mysql""}",Dependency,Dependency-related Faults
"TASK [Flush pending handlers] ******************************************************
ok: [db-postgres-primary] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify target directory exists] ******************************************************
ok: [monitor-loki-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Ensure log directory exists] ******************************************************
ok: [kube-node-staging-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Update apt cache] ******************************************************
ok: [kube-node-staging-01]

TASK [Install runtime dependencies] ******************************************************
ok: [kube-node-staging-01]
failed: [kube-node-staging-01] (item=fluentd) => {""changed"": false, ""msg"": ""Package 'azure-mgmt-compute' has no installation candidate in the current apt sources"", ""ansible_loop_var"": ""item"", ""item"": ""certbot""}",Dependency,Dependency-related Faults
"TASK [Run pre-flight health checks] ******************************************************
ok: [ingress-nginx-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Enforce task tagging policy] ******************************************************
ok: [db-postgres-primary]

TASK [Check coverage] ******************************************************
changed: [db-postgres-primary]
ERROR! Task at line 172 in roles/app/tasks/runtime.yml has no tags assigned; tagging policy requires at least one

The error appears to be in 'group_vars/k8s_workers.yml': line 242, column 12",Documentation,Incorrect Detection/Analysis of User Input
"TASK [Ensure base packages are present] ******************************************************
ok: [vault-server-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [db-postgres-primary] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [db-mysql-replica-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Deploy SSL certificate] ******************************************************
changed: [storage-block-01]",SUCCESS,NONE
"TASK [Copy configuration template] ******************************************************
changed: [ingress-traefik-prod] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Copy configuration template] ******************************************************
changed: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Synchronise NTP] ******************************************************
ok: [storage-block-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [kube-node-staging-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Create application directory] ******************************************************
changed: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Install required Python packages] ******************************************************
changed: [web-node-02]",SUCCESS,NONE
"TASK [Rotate log files] ******************************************************
changed: [memcache-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [db-srv-replica-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Parse playbook structure] ******************************************************
ok: [web-node-03]
ERROR! Syntax error in playbooks/certificates.yml at line 108, col 12: mapping values are not allowed here

The error appears to have been in 'playbooks/bootstrap-cluster.yml': line 72, column 7, but may
be elsewhere in the file depending on the exact syntax problem.",Syntax,Typos
"TASK [Inspect running container list] ******************************************************
changed: [db-mysql-replica-02]

TASK [Branch on presence] ******************************************************
changed: [db-mysql-replica-02]
TASK [Verify target directory exists] ******************************************************
fatal: [db-mysql-replica-02]: FAILED! => {""changed"": false, ""msg"": ""when: clause references 'oauth_client_id' which was never registered; defaulting to False"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""jaeger"", ""state"": ""started""}}}",Conditional,Variable Misreference
"TASK [Configure cron job] ******************************************************
changed: [monitor-grafana-01]

TASK [Validate schedule expression] ******************************************************
ok: [monitor-grafana-01]
TASK [Register node in inventory] ******************************************************
fatal: [monitor-grafana-01]: FAILED! => {""changed"": false, ""msg"": ""Cron entry for user deploy rejected: schedule 'consul' failed validation"", ""rc"": 1, ""invocation"": {""module_args"": {""name"": ""envoy"", ""state"": ""started""}}}",Service,Incorrect Detection/Analysis of User Input
"TASK [Check disk free space] ******************************************************
ok: [ingress-nginx-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Apply Kubernetes manifests] ******************************************************
ok: [app-k3s-worker-02]
TASK [Synchronise NTP] ******************************************************
fatal: [app-k3s-worker-02]: FAILED! => {""changed"": false, ""msg"": ""input is not vault encrypted data"", ""rc"": 2}",Security,Typos
"TASK [Apply Kubernetes manifests] ******************************************************
changed: [lb-internal-mesh] => {""changed"": false}",SUCCESS,NONE
"TASK [Populate inventory from CMDB] ******************************************************
changed: [monitor-alertmanager-01]

TASK [Validate group membership] ******************************************************
changed: [monitor-alertmanager-01]
ERROR! No hosts matched pattern 'prometheus_scrape_interval' in inventory — check group name spelling",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Gathering Facts] ******************************************************
ok: [ingress-traefik-prod]",SUCCESS,NONE
"TASK [Validate IP block range] ******************************************************
changed: [lb-haproxy]
failed: [lb-haproxy] (item=vault) => {""changed"": false, ""msg"": ""Expected a valid CIDR string for key 'network_cidr'; received: 'tls_cert_path'"", ""ansible_loop_var"": ""item"", ""item"": ""certbot""}",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Ping target hosts] ******************************************************
ok: [vault-server-01]",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [lb-internal-mesh] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Configure rsyslog forwarding] ******************************************************
changed: [api-gateway-node-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [gitlab-runner-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate group membership] ******************************************************
changed: [monitor-grafana-01]
ERROR! No hosts matched pattern 'admin_token' in inventory — check group name spelling",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Write environment variables] ******************************************************
changed: [lb-external-ingress]",SUCCESS,NONE
"TASK [Reload alertmanager] ******************************************************
changed: [app-k3s-worker-05]
TASK [Ensure log directory exists] ******************************************************
fatal: [app-k3s-worker-05]: FAILED! => {""changed"": false, ""msg"": ""YAML anchor '&prometheus_scrape_interval' referenced before definition in template roles/security/tasks/ssh.yml"", ""rc"": 2, ""invocation"": {""module_args"": {""name"": ""rabbitmq"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
"TASK [Set file ownership] ******************************************************
ok: [db-postgres-primary] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Run pre-flight health checks] ******************************************************
ok: [monitor-alertmanager-01]",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
changed: [web-node-03]

TASK [Write config to target] ******************************************************
changed: [web-node-03]
ERROR! AnsibleUndefinedVariable: 'bind_address' is undefined — verify group_vars/host_vars",Configuration Data,Variable Misreference
"TASK [Push to API] ******************************************************
changed: [vault-server-02]
TASK [Create tmpfs mount] ******************************************************
fatal: [vault-server-02]: FAILED! => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 4 in field 'ldap_bind_dn'"", ""rc"": 127, ""invocation"": {""module_args"": {""name"": ""envoy"", ""state"": ""started""}}}",Configuration Data,Typos
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [memcache-01]",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [api-gateway-node-01]",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [lb-external-ingress] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Reload systemd unit files] ******************************************************
changed: [app-k3s-worker-03] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Synchronise NTP] ******************************************************
ok: [web-node-01]",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [monitor-alertmanager-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate example syntax] ******************************************************
changed: [kube-node-prod-02]
ERROR! DOCUMENTATION block in roles/storage/tasks/mounts.yml is not valid YAML; ansible-doc will fail for this module

The error appears to be in 'host_vars/app-k3s-worker-01.yml': line 241, column 9",Documentation,Typos
"TASK [Write environment variables] ******************************************************
changed: [db-postgres-primary]",SUCCESS,NONE
"TASK [Populate inventory from CMDB] ******************************************************
ok: [lb-haproxy]

TASK [Validate group membership] ******************************************************
ok: [lb-haproxy]
ERROR! No hosts matched pattern 'max_heap_size' in inventory — check group name spelling",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Check disk free space] ******************************************************
ok: [vault-server-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [app-k3s-worker-01]",SUCCESS,NONE
"TASK [Write environment variables] ******************************************************
changed: [api-gateway-node-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [api-gateway-node-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Ensure log directory exists] ******************************************************
ok: [app-k3s-worker-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [db-srv-replica-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Rotate log files] ******************************************************
changed: [ci-runner-build-01]",SUCCESS,NONE
"TASK [Install Galaxy role] ******************************************************
changed: [web-frontend-eu-01]

TASK [Validate role metadata] ******************************************************
ok: [web-frontend-eu-01]
ERROR! The role 'etcd' was not found in any of the configured role sources

The error appears to be in 'roles/web/templates/vhost.conf.j2': line 153, column 9",Dependency,Dependency-related Faults
"TASK [Verify cluster quorum] ******************************************************
ok: [db-srv-main-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Write prometheus scrape config] ******************************************************
ok: [web-node-02]

TASK [Reload alertmanager] ******************************************************
changed: [web-node-02]
TASK [Write environment variables] ******************************************************
fatal: [web-node-02]: FAILED! => {""changed"": false, ""msg"": ""YAML anchor '&oauth_client_id' referenced before definition in template host_vars/web-node-01.yml"", ""rc"": 126, ""invocation"": {""module_args"": {""name"": ""etcd"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [api-gateway-node-02]",SUCCESS,NONE
"TASK [Write environment variables] ******************************************************
changed: [ci-runner-deploy-01]",SUCCESS,NONE
"TASK [Reload systemd unit files] ******************************************************
changed: [db-mysql-replica-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
ok: [ci-runner-deploy-01]

TASK [Write config to target] ******************************************************
ok: [ci-runner-deploy-01]
ERROR! AnsibleUndefinedVariable: 'chart_version' is undefined — verify group_vars/host_vars",Configuration Data,Variable Misreference
"TASK [Register node in inventory] ******************************************************
changed: [monitor-alertmanager-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Validate JSON config payload] ******************************************************
ok: [db-srv-main-01]

TASK [Push to API] ******************************************************
ok: [db-srv-main-01]
failed: [db-srv-main-01] (item=mongodb) => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 6 in field 'registry_url'"", ""ansible_loop_var"": ""item"", ""item"": ""etcd""}",Configuration Data,Typos
"TASK [Reload systemd unit files] ******************************************************
changed: [bastion-host-prod]",SUCCESS,NONE
"TASK [Read environment-specific vars] ******************************************************
ok: [storage-block-01]

TASK [Override defaults] ******************************************************
changed: [storage-block-01]
ERROR! vars file 'host_vars/web-node-01.yml' is not a valid YAML dictionary; expected mapping at top level",Configuration Data,Typos
"TASK [Install required Python packages] ******************************************************
changed: [ingress-traefik-prod] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [vault-server-02]",SUCCESS,NONE
"TASK [Push to API] ******************************************************
changed: [jenkins-agent-01]
TASK [Register node in inventory] ******************************************************
fatal: [jenkins-agent-01]: FAILED! => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 2 in field 'prometheus_scrape_interval'"", ""rc"": 2, ""invocation"": {""module_args"": {""name"": ""traefik"", ""state"": ""started""}}}",Configuration Data,Typos
"TASK [Ping target hosts] ******************************************************
ok: [lb-external-ingress]",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [api-gateway-node-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Reload systemd unit files] ******************************************************
changed: [storage-block-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Apply Kubernetes manifests] ******************************************************
changed: [storage-nas]",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [monitor-grafana-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Install required Python packages] ******************************************************
changed: [jenkins-agent-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [db-srv-main-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [web-node-03]",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [web-node-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify target directory exists] ******************************************************
ok: [db-srv-replica-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [api-gateway-node-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [kube-node-prod-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Abort if below threshold] ******************************************************
ok: [db-srv-replica-02]
failed: [db-srv-replica-02] (item=prometheus) => {""changed"": false, ""msg"": ""Assert 'ansible_mounts[0].size_available > 27017' evaluated False on db-srv-replica-02"", ""ansible_loop_var"": ""item"", ""item"": ""envoy""}",Conditional,State Mismanagement
"TASK [Pull container image] ******************************************************
changed: [app-k3s-worker-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [vault-server-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Apply Kubernetes manifests] ******************************************************
changed: [redis-cache-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [app-k3s-worker-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Parse host pattern expression] ******************************************************
changed: [api-gateway-node-01]
ERROR! Invalid host pattern 'ssl_cert_cn': range syntax requires two integers separated by ':'

The error appears to be in 'roles/common/tasks/main.yml': line 178, column 2",Syntax,Typos
"TASK [Configure firewall rules] ******************************************************
changed: [lb-internal-mesh] => {""changed"": false}",SUCCESS,NONE
"TASK [Load role-specific variables] ******************************************************
ok: [db-srv-main-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Synchronise NTP] ******************************************************
ok: [storage-block-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [jenkins-agent-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [kube-node-staging-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Write environment variables] ******************************************************
changed: [db-srv-replica-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Link shared objects] ******************************************************
changed: [monitor-loki-01]
TASK [Verify cluster quorum] ******************************************************
fatal: [monitor-loki-01]: FAILED! => {""changed"": false, ""msg"": ""Dependency tree resolution failed: kubernetes conflicts with already-installed kubernetes"", ""rc"": 127, ""invocation"": {""module_args"": {""name"": ""etcd"", ""state"": ""started""}}}",Dependency,Dependency-related Faults
"TASK [Create system group] ******************************************************
changed: [kube-node-prod-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [monitor-prometheus-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [kube-node-prod-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [db-mysql-replica-02]",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [monitor-prometheus-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [bastion-host-prod] => {""changed"": false}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [monitor-alertmanager-01]",SUCCESS,NONE
"TASK [Validate network interface] ******************************************************
ok: [bastion-host-prod]",SUCCESS,NONE
"TASK [Create system group] ******************************************************
changed: [ingress-nginx-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Write config to target] ******************************************************
changed: [jenkins-agent-01]
ERROR! AnsibleUndefinedVariable: 's3_bucket_name' is undefined — verify group_vars/host_vars",Configuration Data,Variable Misreference
"TASK [Validate example syntax] ******************************************************
changed: [vault-server-01]
ERROR! DOCUMENTATION block in roles/db/templates/my.cnf.j2 is not valid YAML; ansible-doc will fail for this module

The error appears to have been in 'playbooks/security-hardening.yml': line 65, column 6, but may
be elsewhere in the file depending on the exact syntax problem.",Documentation,Typos
"TASK [Reload systemd unit files] ******************************************************
changed: [vault-server-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [web-frontend-us-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate group membership] ******************************************************
ok: [storage-block-01]
ERROR! No hosts matched pattern 'image_tag' in inventory — check group name spelling

The error appears to be in 'host_vars/web-node-01.yml': line 86, column 15",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [app-k3s-worker-04]",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [db-srv-replica-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [bastion-host-prod]",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [storage-ceph-osd-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [storage-block-01]",SUCCESS,NONE
"TASK [Validate network interface] ******************************************************
ok: [db-srv-replica-01]",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
ok: [web-node-04]

TASK [Write config to target] ******************************************************
ok: [web-node-04]
ERROR! AnsibleUndefinedVariable: 'ssl_cert_cn' is undefined — verify group_vars/host_vars

The error appears to be in 'roles/monitoring/templates/prometheus.yml.j2': line 133, column 12",Configuration Data,Variable Misreference
"TASK [Create system group] ******************************************************
changed: [storage-nas] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [ci-runner-build-01]",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [ci-runner-build-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [kube-node-prod-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Create application directory] ******************************************************
changed: [lb-external-ingress]",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [web-node-04] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate JSON config payload] ******************************************************
ok: [db-postgres-primary]

TASK [Push to API] ******************************************************
changed: [db-postgres-primary]
TASK [Set file ownership] ******************************************************
fatal: [db-postgres-primary]: FAILED! => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 4 in field 'pull_secret'"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""envoy"", ""state"": ""started""}}}",Configuration Data,Typos
"TASK [Flush pending handlers] ******************************************************
ok: [db-mongo-shard-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
ok: [db-srv-main-01]

TASK [Write config to target] ******************************************************
changed: [db-srv-main-01]
TASK [Create system group] ******************************************************
fatal: [db-srv-main-01]: FAILED! => {""changed"": false, ""msg"": ""AnsibleUndefinedVariable: 'replica_count' is undefined \u2014 verify group_vars/host_vars"", ""rc"": 126, ""invocation"": {""module_args"": {""name"": ""memcached"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [jenkins-agent-01]",SUCCESS,NONE
"TASK [Copy configuration template] ******************************************************
changed: [bastion-host-prod]",SUCCESS,NONE
"TASK [Rotate log files] ******************************************************
changed: [db-srv-replica-02]",SUCCESS,NONE
"TASK [Push to API] ******************************************************
ok: [ci-runner-deploy-01]
failed: [ci-runner-deploy-01] (item=alertmanager) => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 6 in field 'ssl_cert_cn'"", ""ansible_loop_var"": ""item"", ""item"": ""k3s""}",Configuration Data,Typos
"TASK [Validate group membership] ******************************************************
changed: [storage-nfs-srv]
ERROR! No hosts matched pattern 'oauth_client_id' in inventory — check group name spelling",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [storage-nfs-srv]",SUCCESS,NONE
"TASK [Synchronise NTP] ******************************************************
ok: [kube-node-prod-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [web-frontend-eu-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Deploy SSL certificate] ******************************************************
changed: [web-node-01]",SUCCESS,NONE
"TASK [Validate task parameters] ******************************************************
ok: [db-mongo-shard-01]
ERROR! Parameters 'creates' and 'removes' are mutually exclusive in module ansible.builtin.command

The error appears to be in 'playbooks/certificates.yml': line 149, column 4",Syntax,Incorrect Task Iteration Logic
"TASK [Deploy SSL certificate] ******************************************************
changed: [app-k3s-worker-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [app-k3s-worker-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [monitor-alertmanager-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Configure rsyslog forwarding] ******************************************************
changed: [app-k3s-worker-01]",SUCCESS,NONE
"TASK [Verify target directory exists] ******************************************************
ok: [app-k3s-worker-05] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Push to API] ******************************************************
changed: [jenkins-agent-01]
failed: [jenkins-agent-01] (item=prometheus) => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 13 in field 'chart_version'"", ""ansible_loop_var"": ""item"", ""item"": ""node-exporter""}",Configuration Data,Typos
"TASK [Register node in inventory] ******************************************************
changed: [db-srv-replica-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [app-k3s-worker-01]",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [vault-server-02]",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [db-mongo-shard-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Copy configuration template] ******************************************************
changed: [api-gateway-node-02]",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [kube-node-staging-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [web-node-01]",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [app-k3s-worker-05]",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [web-node-04] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate group membership] ******************************************************
ok: [db-postgres-primary]
ERROR! No hosts matched pattern 'retention_days' in inventory — check group name spelling",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Create application directory] ******************************************************
changed: [monitor-alertmanager-01]",SUCCESS,NONE
"TASK [Synchronise NTP] ******************************************************
ok: [app-k3s-worker-05] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Load role-specific variables] ******************************************************
ok: [web-node-02]",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
ok: [bastion-host-prod]

TASK [Write config to target] ******************************************************
ok: [bastion-host-prod]
TASK [Snapshot volume before migration] ******************************************************
fatal: [bastion-host-prod]: FAILED! => {""changed"": false, ""msg"": ""AnsibleUndefinedVariable: 'prometheus_scrape_interval' is undefined \u2014 verify group_vars/host_vars"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""elasticsearch"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [db-mysql-replica-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [kube-node-prod-01] => {""changed"": false}",SUCCESS,NONE
